,CDGBFS,,CDG,BFS
,CDGBIA,,CDG,BIA
,CDGBIQ,,CDG,BIQ
,CDGBLQ,,CDG,BLQ
,CDGBRS,,CDG,BRS
,CDGBUD,,CDG,BUD
,CDGCMN,,CDG,CMN
,CDGCPH,,CDG,CPH
,CDGCTA,,CDG,CTA
,CDGEDI,,CDG,EDI
,CDGFEZ,,CDG,FEZ
,CDGGLA,,CDG,GLA
,CDGKRK,,CDG,KRK
,CDGLIS,,CDG,LIS
,CDGLPL,,CDG,LPL
,CDGLTN,,CDG,LTN
,CDGMAD,,CDG,MAD
,CDGMXP,,CDG,MXP
,CDGNCE,,CDG,NCE
,CDGNCL,,CDG,NCL
,CDGOPO,,CDG,OPO
,CDGPRG,,CDG,PRG
,CDGRAK,,CDG,RAK
,CDGTLS,,CDG,TLS
,CDGTNG,,CDG,TNG
,CDGVCE,,CDG,VCE
,CDGVRN,,CDG,VRN
,CFUBRS,,CFU,BRS
,CFULGW,,CFU,LGW
,CFULTN,,CFU,LTN
,CFUMAN,,CFU,MAN
,CGNLGW,,CGN,LGW
,CHQLGW,,CHQ,LGW
,CMNCDG,,CMN,CDG
,CMNLYS,,CMN,LYS
,CMNMXP,,CMN,MXP
,CPHBRS,,CPH,BRS
,CPHBSL,,CPH,BSL
,CPHCDG,,CPH,CDG
,CPHGVA,,CPH,GVA
,CPHLGW,,CPH,LGW
,CPHLIS,,CPH,LIS
,CPHMAD,,CPH,MAD
,CPHMAN,,CPH,MAN
,CPHMXP,,CPH,MXP
,CPHSTN,,CPH,STN
,CPHSXF,,CPH,SXF
,CTACDG,,CTA,CDG
,CTAGVA,,CTA,GVA
,CTALGW,,CTA,LGW
,CTAMXP,,CTA,MXP
,DBVGVA,,DBV,GVA
,DBVLGW,,DBV,LGW
,DBVSTN,,DBV,STN
,DLMBRS,,DLM,BRS
,DLMEDI,,DLM,EDI
,DLMLGW,,DLM,LGW
,DLMMAN,,DLM,MAN
,DLMSTN,,DLM,STN
,DRSBSL,,DRS,BSL
,DTMBCN,,DTM,BCN
,DTMBUD,,DTM,BUD
,DTMLTN,,DTM,LTN
,DTMPMI,,DTM,PMI
,DTMSKG,,DTM,SKG
,DUSBSL,,DUS,BSL
,DUSFCO,,DUS,FCO
,DUSLGW,,DUS,LGW
,EDIALC,,EDI,ALC
,EDIAMS,,EDI,AMS
,EDIATH,,EDI,ATH
,EDIBFS,,EDI,BFS
,EDIBRS,,EDI,BRS
,EDIBSL,,EDI,BSL
,EDICDG,,EDI,CDG
,EDIDLM,,EDI,DLM
,EDIGVA,,EDI,GVA
,EDIKRK,,EDI,KRK
,EDILGW,,EDI,LGW
,EDILIS,,EDI,LIS
,EDILTN,,EDI,LTN
,EDILYS,,EDI,LYS
,EDIMAD,,EDI,MAD
,EDIMUC,,EDI,MUC
,EDIMXP,,EDI,MXP
,EDINAP,,EDI,NAP
,EDINCE,,EDI,NCE
,EDIPFO,,EDI,PFO
,EDIPMI,,EDI,PMI
,EDISTN,,EDI,STN
,EDITFS,,EDI,TFS
,EFLLGW,,EFL,LGW
,FAOBFS,,FAO,BFS
,FAOBRS,,FAO,BRS
,FAOGLA,,FAO,GLA
,FAOGVA,,FAO,GVA
,FAOLGW,,FAO,LGW
,FAOLPL,,FAO,LPL
,FAOLTN,,FAO,LTN
,FAONCL,,FAO,NCL
,FAOORY,,FAO,ORY
,FAOSEN,,FAO,SEN
,FCOAMS,,FCO,AMS
,FCOATH,,FCO,ATH
,FCOBIO,,FCO,BIO
,FCOBRS,,FCO,BRS
,FCOBSL,,FCO,BSL
,FCODUS,,FCO,DUS
,FCOGVA,,FCO,GVA
,FCOLGW,,FCO,LGW
,FCOLIS,,FCO,LIS
,FCOLYS,,FCO,LYS
,FCOMAD,,FCO,MAD
,FCOMXP,,FCO,MXP
,FCONCE,,FCO,NCE
,FCOORY,,FCO,ORY
,FCOPMO,,FCO,PMO
,FCOSXF,,FCO,SXF
,FCOTLS,,FCO,TLS
,FCOVCE,,FCO,VCE
,FEZCDG,,FEZ,CDG
,FNCBRS,,FNC,BRS
,FNCLGW,,FNC,LGW
,FNCLIS,,FNC,LIS
,FUEBRS,,FUE,BRS
,FUEBSL,,FUE,BSL
,FUELGW,,FUE,LGW
,FUELPL,,FUE,LPL
,GIBLGW,,GIB,LGW
,GIBLPL,,GIB,LPL
,GLAAGP,,GLA,AGP
,GLAALC,,GLA,ALC
,GLAAMS,,GLA,AMS
,GLABFS,,GLA,BFS
,GLABRS,,GLA,BRS
,GLACDG,,GLA,CDG
,GLAFAO,,GLA,FAO
,GLAJER,,GLA,JER
,GLALGW,,GLA,LGW
,GLALTN,,GLA,LTN
,GLAPMI,,GLA,PMI
,GLASTN,,GLA,STN
,GLASXF,,GLA,SXF
,GVAAGP,,GVA,AGP
,GVAAJA,,GVA,AJA
,GVAALC,,GVA,ALC
,GVAAMS,,GVA,AMS
,GVAARN,,GVA,ARN
,GVAATH,,GVA,ATH
,GVABCN,,GVA,BCN
,GVABDS,,GVA,BDS
,GVABIA,,GVA,BIA
,GVABIO,,GVA,BIO
,GVABOD,,GVA,BOD
,GVABRS,,GVA,BRS
,GVABRU,,GVA,BRU
,GVABUD,,GVA,BUD
,GVACAG,,GVA,CAG
,GVACPH,,GVA,CPH
,GVACTA,,GVA,CTA
,GVADBV,,GVA,DBV
,GVAEDI,,GVA,EDI
,GVAFAO,,GVA,FAO
,GVAFCO,,GVA,FCO
,GVAHER,,GVA,HER
,GVAHRG,,GVA,HRG
,GVAIBZ,,GVA,IBZ
,GVALGW,,GVA,LGW
,GVALIS,,GVA,LIS
,GVALPL,,GVA,LPL
,GVALTN,,GVA,LTN
,GVAMAD,,GVA,MAD
,GVAMAN,,GVA,MAN
,GVANAP,,GVA,NAP
,GVANCE,,GVA,NCE
,GVANTE,,GVA,NTE
,GVAOLB,,GVA,OLB
,GVAOPO,,GVA,OPO
,GVAORY,,GVA,ORY
,GVAOVD,,GVA,OVD
,GVAPMI,,GVA,PMI
,GVAPRN,,GVA,PRN
,GVARAK,,GVA,RAK
,GVASCQ,,GVA,SCQ
,GVASPU,,GVA,SPU
,GVASSH,,GVA,SSH
,GVASXF,,GVA,SXF
,GVATLS,,GVA,TLS
,GVATLV,,GVA,TLV
,GVAVCE,,GVA,VCE
,HAMBSL,,HAM,BSL
,HAMLGW,,HAM,LGW
,HAMLTN,,HAM,LTN
,HAMMAN,,HAM,MAN
,HERBRS,,HER,BRS
,HERGVA,,HER,GVA
,HERLGW,,HER,LGW
,HERLTN,,HER,LTN
,HERMAN,,HER,MAN
,HERMXP,,HER,MXP
,HERSXF,,HER,SXF
,HRGGVA,,HRG,GVA
,HRGLGW,,HRG,LGW
,IBZGVA,,IBZ,GVA
,IBZSEN,,IBZ,SEN
,IBZSTN,,IBZ,STN
,INNLGW,,INN,LGW
,INVBRS,,INV,BRS
,INVLGW,,INV,LGW
,INVLTN,,INV,LTN
,IOMLGW,,IOM,LGW
,IOMLPL,,IOM,LPL
,JERGLA,,JER,GLA
,JERLPL,,JER,LPL
,JERSEN,,JER,SEN
,JMKLGW,,JMK,LGW
,JTRLGW,,JTR,LGW
,KEFLTN,,KEF,LTN
,KGSLGW,,KGS,LGW
,KRKBFS,,KRK,BFS
,KRKBRS,,KRK,BRS
,KRKCDG,,KRK,CDG
,KRKEDI,,KRK,EDI
,KRKLGW,,KRK,LGW
,KRKLPL,,KRK,LPL
,LCALGW,,LCA,LGW
,LCGMAD,,LCG,MAD
,LEILGW,,LEI,LGW
,LGWABZ,,LGW,ABZ
,LGWACE,,LGW,ACE
,LGWADB,,LGW,ADB
,LGWAGA,,LGW,AGA
,LGWAGP,,LGW,AGP
,LGWALC,,LGW,ALC
,LGWAMM,,LGW,AMM
,LGWAMS,,LGW,AMS
,LGWATH,,LGW,ATH
,LGWAYT,,LGW,AYT
,LGWBCN,,LGW,BCN
,LGWBFS,,LGW,BFS
,LGWBJV,,LGW,BJV
,LGWBLQ,,LGW,BLQ
,LGWBOD,,LGW,BOD
,LGWBRI,,LGW,BRI
,LGWBSL,,LGW,BSL
,LGWBUD,,LGW,BUD
,LGWCFU,,LGW,CFU
,LGWCGN,,LGW,CGN
,LGWCHQ,,LGW,CHQ
,LGWCPH,,LGW,CPH
,LGWCTA,,LGW,CTA
,LGWDBV,,LGW,DBV
,LGWDLM,,LGW,DLM
,LGWDUS,,LGW,DUS
,LGWEDI,,LGW,EDI
,LGWEFL,,LGW,EFL
,LGWFAO,,LGW,FAO
,LGWFCO,,LGW,FCO
,LGWFNC,,LGW,FNC
,LGWFUE,,LGW,FUE
,LGWGIB,,LGW,GIB
,LGWGLA,,LGW,GLA
,LGWGVA,,LGW,GVA
,LGWHAM,,LGW,HAM
,LGWHER,,LGW,HER
,LGWHRG,,LGW,HRG
,LGWINN,,LGW,INN
,LGWINV,,LGW,INV
,LGWIOM,,LGW,IOM
,LGWJMK,,LGW,JMK
,LGWJTR,,LGW,JTR
,LGWKGS,,LGW,KGS
,LGWKRK,,LGW,KRK
,LGWLCA,,LGW,LCA
,LGWLEI,,LGW,LEI
,LGWLIN,,LGW,LIN
,LGWLIS,,LGW,LIS
,LGWLPA,,LGW,LPA
,LGWLXR,,LGW,LXR
,LGWLYS,,LGW,LYS
,LGWMAD,,LGW,MAD
,LGWMAH,,LGW,MAH
,LGWMJV,,LGW,MJV
,LGWMLA,,LGW,MLA
,LGWMPL,,LGW,MPL
,LGWMRS,,LGW,MRS
,LGWMUC,,LGW,MUC
,LGWMXP,,LGW,MXP
,LGWNAP,,LGW,NAP
,LGWNCE,,LGW,NCE
,LGWOLB,,LGW,OLB
,LGWOPO,,LGW,OPO
,LGWPFO,,LGW,PFO
,LGWPMI,,LGW,PMI
,LGWPMO,,LGW,PMO
,LGWPRG,,LGW,PRG
,LGWPSA,,LGW,PSA
,LGWRAK,,LGW,RAK
,LGWRHO,,LGW,RHO
,LGWSKG,,LGW,SKG
,LGWSOF,,LGW,SOF
,LGWSSH,,LGW,SSH
,LGWSVQ,,LGW,SVQ
,LGWSXF,,LGW,SXF
,LGWTFS,,LGW,TFS
,LGWTLS,,LGW,TLS
,LGWVCE,,LGW,VCE
,LGWVIE,,LGW,VIE
,LGWVLC,,LGW,VLC
,LGWVRN,,LGW,VRN
,LGWZAG,,LGW,ZAG
,LGWZRH,,LGW,ZRH
,LGWZTH,,LGW,ZTH
,LILNCE,,LIL,NCE
,LILTLS,,LIL,TLS
,LINLGW,,LIN,LGW
,LINORY,,LIN,ORY
,LISAMS,,LIS,AMS
,LISBCN,,LIS,BCN
,LISBOD,,LIS,BOD
,LISBRS,,LIS,BRS
,LISBSL,,LIS,BSL
,LISCDG,,LIS,CDG
,LISCPH,,LIS,CPH
,LISEDI,,LIS,EDI
,LISFCO,,LIS,FCO
,LISFNC,,LIS,FNC
,LISGVA,,LIS,GVA
,LISLGW,,LIS,LGW
,LISLPL,,LIS,LPL
,LISLTN,,LIS,LTN
,LISLYS,,LIS,LYS
,LISMAD,,LIS,MAD
,LISMXP,,LIS,MXP
,LISOVD,,LIS,OVD
,LISSXF,,LIS,SXF
,LISTLS,,LIS,TLS
,LISVCE,,LIS,VCE
,LJUSTN,,LJU,STN
,LPABSL,,LPA,BSL
,LPALGW,,LPA,LGW
,LPLACE,,LPL,ACE
,LPLAGP,,LPL,AGP
,LPLALC,,LPL,ALC
,LPLAMS,,LPL,AMS
,LPLBCN,,LPL,BCN
,LPLBFS,,LPL,BFS
,LPLBJV,,LPL,BJV
,LPLBRU,,LPL,BRU
,LPLCDG,,LPL,CDG
,LPLFAO,,LPL,FAO
,LPLFUE,,LPL,FUE
,LPLGIB,,LPL,GIB
,LPLGVA,,LPL,GVA
,LPLIOM,,LPL,IOM
,LPLJER,,LPL,JER
,LPLKRK,,LPL,KRK
,LPLLIS,,LPL,LIS
,LPLMAD,,LPL,MAD
,LPLMLA,,LPL,MLA
,LPLNAP,,LPL,NAP
,LPLNCE,,LPL,NCE
,LPLPMI,,LPL,PMI
,LPLRHO,,LPL,RHO
,LPLSXF,,LPL,SXF
,LPLTLL,,LPL,TLL
,LTNABZ,,LTN,ABZ
,LTNAGP,,LTN,AGP
,LTNALC,,LTN,ALC
,LTNAMS,,LTN,AMS
,LTNBCN,,LTN,BCN
,LTNBFS,,LTN,BFS
,LTNBOD,,LTN,BOD
,LTNBUD,,LTN,BUD
,LTNCDG,,LTN,CDG
,LTNCFU,,LTN,CFU
,LTNDTM,,LTN,DTM
,LTNEDI,,LTN,EDI
,LTNFAO,,LTN,FAO
,LTNGLA,,LTN,GLA
,LTNGVA,,LTN,GVA
,LTNHAM,,LTN,HAM
,LTNHER,,LTN,HER
,LTNINV,,LTN,INV
,LTNKEF,,LTN,KEF
,LTNLIS,,LTN,LIS
,LTNMAD,,LTN,MAD
,LTNMPL,,LTN,MPL
,LTNMXP,,LTN,MXP
,LTNNCE,,LTN,NCE
,LTNPFO,,LTN,PFO
,LTNPMI,,LTN,PMI
,LTNPSA,,LTN,PSA
,LTNSAW,,LTN,SAW
,LTNSSH,,LTN,SSH
,LTNSXF,,LTN,SXF
,LTNTLV,,LTN,TLV
,LTNZRH,,LTN,ZRH
,LXRLGW,,LXR,LGW
,LYSAGA,,LYS,AGA
,LYSAJA,,LYS,AJA
,LYSBCN,,LYS,BCN
,LYSBES,,LYS,BES
,LYSBIA,,LYS,BIA
,LYSBOD,,LYS,BOD
,LYSBRU,,LYS,BRU
,LYSCMN,,LYS,CMN
,LYSEDI,,LYS,EDI
,LYSFCO,,LYS,FCO
,LYSLGW,,LYS,LGW
,LYSLIS,,LYS,LIS
,LYSMAD,,LYS,MAD
,LYSMXP,,LYS,MXP
,LYSNCE,,LYS,NCE
,LYSNTE,,LYS,NTE
,LYSOPO,,LYS,OPO
,LYSPRG,,LYS,PRG
,LYSRAK,,LYS,RAK
,LYSSTN,,LYS,STN
,LYSSXF,,LYS,SXF
,LYSTLS,,LYS,TLS
,LYSVCE,,LYS,VCE
,MADAMS,,MAD,AMS
,MADBIO,,MAD,BIO
,MADBOD,,MAD,BOD
,MADBRS,,MAD,BRS
,MADBSL,,MAD,BSL
,MADCDG,,MAD,CDG
,MADCPH,,MAD,CPH
,MADEDI,,MAD,EDI
,MADFCO,,MAD,FCO
,MADGVA,,MAD,GVA
,MADLCG,,MAD,LCG
,MADLGW,,MAD,LGW
,MADLIS,,MAD,LIS
,MADLPL,,MAD,LPL
,MADLTN,,MAD,LTN
,MADLYS,,MAD,LYS
,MADMXP,,MAD,MXP
,MADNAP,,MAD,NAP
,MADSXF,,MAD,SXF
,MADTLS,,MAD,TLS
,MADVCE,,MAD,VCE
,MAHLGW,,MAH,LGW
,MANAGP,,MAN,AGP
,MANALC,,MAN,ALC
,MANAMS,,MAN,AMS
,MANATH,,MAN,ATH
,MANBFS,,MAN,BFS
,MANBIO,,MAN,BIO
,MANBSL,,MAN,BSL
,MANCFU,,MAN,CFU
,MANCPH,,MAN,CPH
,MANDLM,,MAN,DLM
,MANGVA,,MAN,GVA
,MANHAM,,MAN,HAM
,MANHER,,MAN,HER
,MANMLA,,MAN,MLA
,MANMUC,,MAN,MUC
,MANPFO,,MAN,PFO
,MANPMI,,MAN,PMI
,MANRAK,,MAN,RAK
,MANSOF,,MAN,SOF
,MANSSH,,MAN,SSH
,MANSXF,,MAN,SXF
,MANTFS,,MAN,TFS
,MJVBRS,,MJV,BRS
,MJVLGW,,MJV,LGW
,MLABFS,,MLA,BFS
,MLALGW,,MLA,LGW
,MLALPL,,MLA,LPL
,MLAMAN,,MLA,MAN
,MLANCL,,MLA,NCL
,MPLLGW,,MPL,LGW
,MPLLTN,,MPL,LTN
,MRSLGW,,MRS,LGW
,MUCEDI,,MUC,EDI
,MUCLGW,,MUC,LGW
,MUCMAN,,MUC,MAN
,MUCSTN,,MUC,STN
,MXPAGP,,MXP,AGP
,MXPAHO,,MXP,AHO
,MXPAMS,,MXP,AMS
,MXPATH,,MXP,ATH
,MXPBCN,,MXP,BCN
,MXPBDS,,MXP,BDS
,MXPBOD,,MXP,BOD
,MXPBRI,,MXP,BRI
,MXPBRU,,MXP,BRU
,MXPCAG,,MXP,CAG
,MXPCDG,,MXP,CDG
,MXPCMN,,MXP,CMN
,MXPCPH,,MXP,CPH
,MXPCTA,,MXP,CTA
,MXPEDI,,MXP,EDI
,MXPFCO,,MXP,FCO
,MXPHER,,MXP,HER
,MXPLGW,,MXP,LGW
,MXPLIS,,MXP,LIS
,MXPLTN,,MXP,LTN
,MXPLYS,,MXP,LYS
,MXPMAD,,MXP,MAD
,MXPNAP,,MXP,NAP
,MXPOLB,,MXP,OLB
,MXPOPO,,MXP,OPO
,MXPPMI,,MXP,PMI
,MXPPMO,,MXP,PMO
,MXPPRG,,MXP,PRG
,MXPRAK,,MXP,RAK
,MXPSKG,,MXP,SKG
,MXPSUF,,MXP,SUF
,MXPSXF,,MXP,SXF
,MXPTLS,,MXP,TLS
,NAPBRS,,NAP,BRS
,NAPBSL,,NAP,BSL
,NAPEDI,,NAP,EDI
,NAPGVA,,NAP,GVA
,NAPLGW,,NAP,LGW
,NAPLPL,,NAP,LPL
,NAPMAD,,NAP,MAD
,NAPMXP,,NAP,MXP
,NAPNCE,,NAP,NCE
,NAPORY,,NAP,ORY
,NAPSTN,,NAP,STN
,NAPSXF,,NAP,SXF
,NAPVCE,,NAP,VCE
,NCEBCN,,NCE,BCN
,NCEBOD,,NCE,BOD
,NCEBRS,,NCE,BRS
,NCEBRU,,NCE,BRU
,NCEBSL,,NCE,BSL
,NCECDG,,NCE,CDG
,NCEEDI,,NCE,EDI
,NCEFCO,,NCE,FCO
,NCEGVA,,NCE,GVA
,NCELGW,,NCE,LGW
,NCELIL,,NCE,LIL
,NCELPL,,NCE,LPL
,NCELTN,,NCE,LTN
,NCELYS,,NCE,LYS
,NCENAP,,NCE,NAP
,NCENCL,,NCE,NCL
,NCENTE,,NCE,NTE
,NCEORY,,NCE,ORY
,NCESTN,,NCE,STN
,NCESXF,,NCE,SXF
,NCETLS,,NCE,TLS
,NCEVCE,,NCE,VCE
,NCLAGP,,NCL,AGP
,NCLALC,,NCL,ALC
,NCLBCN,,NCL,BCN
,NCLBFS,,NCL,BFS
,NCLBRS,,NCL,BRS
,NCLCDG,,NCL,CDG
,NCLFAO,,NCL,FAO
,NCLMLA,,NCL,MLA
,NCLNCE,,NCL,NCE
,NCLPMI,,NCL,PMI
,NTEBSL,,NTE,BSL
,NTEGVA,,NTE,GVA
,NTELYS,,NTE,LYS
,NTENCE,,NTE,NCE
,NTETLS,,NTE,TLS
,OLBBSL,,OLB,BSL
,OLBGVA,,OLB,GVA
,OLBLGW,,OLB,LGW
,OLBMXP,,OLB,MXP
,OLBSXF,,OLB,SXF
,OPOBSL,,OPO,BSL
,OPOCDG,,OPO,CDG
,OPOGVA,,OPO,GVA
,OPOLGW,,OPO,LGW
,OPOLYS,,OPO,LYS
,OPOMXP,,OPO,MXP
,OPOTLS,,OPO,TLS
,ORYATH,,ORY,ATH
,ORYFAO,,ORY,FAO
,ORYFCO,,ORY,FCO
,ORYGVA,,ORY,GVA
,ORYLIN,,ORY,LIN
,ORYNAP,,ORY,NAP
,ORYNCE,,ORY,NCE
,ORYPSA,,ORY,PSA
,ORYSXF,,ORY,SXF
,ORYTLS,,ORY,TLS
,ORYVCE,,ORY,VCE
,OVDGVA,,OVD,GVA
,OVDLIS,,OVD,LIS
,OVDSTN,,OVD,STN
,PFOBRS,,PFO,BRS
,PFOEDI,,PFO,EDI
,PFOLGW,,PFO,LGW
,PFOLTN,,PFO,LTN
,PFOMAN,,PFO,MAN
,PMIBFS,,PMI,BFS
,PMIBRS,,PMI,BRS
,PMIBSL,,PMI,BSL
,PMIDTM,,PMI,DTM
,PMIEDI,,PMI,EDI
,PMIGLA,,PMI,GLA
,PMIGVA,,PMI,GVA
,PMILGW,,PMI,LGW
,PMILPL,,PMI,LPL
,PMILTN,,PMI,LTN
,PMIMAN,,PMI,MAN
,PMIMXP,,PMI,MXP
,PMINCL,,PMI,NCL
,PMISEN,,PMI,SEN
,PMISTN,,PMI,STN
