,LGWIBZ,,LGW,IBZ,LGWIBZ
,AYTMAN,,AYT,MAN,AYTMAN
,KEFLGW,,KEF,LGW,KEFLGW
,GVAVIE,,GVA,VIE,GVAVIE
,HAMMXP,,HAM,MXP,HAMMXP
,MANCDG,,MAN,CDG,MANCDG
,LGWSTR,,LGW,STR,LGWSTR
,SPULGW,,SPU,LGW,SPULGW
,MANMXP,,MAN,MXP,MANMXP
,OPOSTR,,OPO,STR,OPOSTR
,VIESXF,,VIE,SXF,VIESXF
,LGWKEF,,LGW,KEF,LGWKEF
,PRGEDI,,PRG,EDI,PRGEDI
,LTNFCO,,LTN,FCO,LTNFCO
,BSLPRG,,BSL,PRG,BSLPRG
,FNCOPO,,FNC,OPO,FNCOPO
,BSLPSA,,BSL,PSA,BSLPSA
,HKTCDG,,HKT,CDG,HKTCDG
,CDGHKT,,CDG,HKT,CDGHKT
,LTNHKT,,LTN,HKT,LTNHKT
,HKTLTN,,HKT,LTN,HKTLTN
,GOICDG,,GOI,CDG,GOICDG
,CDGGOI,,CDG,GOI,CDGGOI
,LTNGOI,,LTN,GOI,LTNGOI
,GOILTN,,GOI,LTN,GOILTN
,MIACDG,,MIA,CDG,MIACDG
,CDGMIA,,CDG,MIA,CDGMIA
,LTNMIA,,LTN,MIA,LTNMIA
,MIALTN,,MIA,LTN,MIALTN
,NAPCDG,,NAP,CDG,NAPCDG
,CDGNAP,,CDG,NAP,CDGNAP
,LTNNAP,,LTN,NAP,LTNNAP
,NAPLTN,,NAP,LTN,NAPLTN
,FLRCDG,,FLR,CDG,FLRCDG
,CDGFLR,,CDG,FLR,CDGFLR
,LTNFLR,,LTN,FLR,LTNFLR
,FLRLTN,,FLR,LTN,FLRLTN
,FCOCDG,,FCO,CDG,FCOCDG
,CDGFCO,,CDG,FCO,CDGFCO
,BKKCDG,,BKK,CDG,BKKCDG
,CDGBKK,,CDG,BKK,CDGBKK
,LTNBKK,,LTN,BKK,LTNBKK
,BKKLTN,,BKK,LTN,BKKLTN
,KULCDG,,KUL,CDG,KULCDG
,CDGKUL,,CDG,KUL,CDGKUL
,LTNKUL,,LTN,KUL,LTNKUL
,KULLTN,,KUL,LTN,KULLTN
,PRGCDG,,PRG,CDG,PRGCDG
,CDGPRG,,CDG,PRG,CDGPRG
,LTNPRG,,LTN,PRG,LTNPRG
,PRGLTN,,PRG,LTN,PRGLTN
,KEFCDG,,KEF,CDG,KEFCDG
,CDGKEF,,CDG,KEF,CDGKEF
,LTNKEF,,LTN,KEF,LTNKEF
,KEFLTN,,KEF,LTN,KEFLTN
,ICNCDG,,ICN,CDG,ICNCDG
,CDGICN,,CDG,ICN,CDGICN
,LTNICN,,LTN,ICN,LTNICN
,ICNLTN,,ICN,LTN,ICNLTN

